latitude,longitude,timestamp
22.4336,100.3079,1586861147
21.9525,100.7351,1586861157
21.4461,101.1800,1586861167
20.9626,101.6006,1586861177
20.4535,102.0390,1586861188
19.9431,102.4742,1586861199
19.4558,102.8857,1586861209
18.9430,103.3150,1586861219
18.4534,103.7210,1586861229
17.9383,104.1446,1586861240
17.4467,104.5456,1586861250
16.9294,104.9640,1586861260
16.4111,105.3798,1586861271
15.9166,105.7735,1586861281
15.3965,106.1846,1586861291
14.9002,106.5741,1586861301
14.3781,106.9810,1586861312
13.8553,107.3856,1586861322
13.3568,107.7690,1586861332
12.8325,108.1697,1586861343
12.3325,108.5497,1586861353
11.8068,108.9469,1586861363
11.3056,109.3235,1586861373
10.7786,109.7175,1586861384
10.2510,110.1098,1586861395
9.7481,110.4822,1586861405
9.2194,110.8719,1586861415
8.7152,111.2418,1586861425
8.1856,111.6290,1586861436
7.6555,112.0150,1586861446
7.1503,112.3815,1586861456
6.6194,112.7655,1586861467
6.1134,113.1304,1586861477
5.5818,113.5126,1586861487
5.0753,113.8759,1586861497
4.5432,114.2567,1586861508
4.0107,114.6369,1586861518
3.5035,114.9984,1586861528
2.9708,115.3775,1586861539
2.4633,115.7382,1586861549
1.9303,116.1165,1586861559
1.4226,116.4766,1586861569
0.8896,116.8544,1586861580
0.3564,117.2322,1586861591
-0.1513,117.5918,1586861601
-0.6843,117.9694,1586861611
-1.1920,118.3292,1586861621
-1.7251,118.7071,1586861632
-2.2581,119.0853,1586861642
-2.7655,119.4457,1586861652
-3.2981,119.8245,1586861663
-3.8051,120.1857,1586861673
-4.3373,120.5654,1586861683
-4.8438,120.9275,1586861693
-5.3754,121.3084,1586861704
-5.9067,121.6900,1586861714
-6.4124,122.0541,1586861724
-6.9429,122.4374,1586861735
-7.4478,122.8032,1586861745
-7.9777,123.1884,1586861755
-8.5070,123.5747,1586861766
-9.0107,123.9437,1586861776
-9.5390,124.3324,1586861787
-10.0416,124.7037,1586861797
-10.5689,125.0951,1586861807
-11.0704,125.4692,1586861817
-11.5964,125.8634,1586861828
-12.1219,126.2595,1586861838
-12.6215,126.6382,1586861848
-13.1453,127.0376,1586861859
-13.6437,127.4198,1586861869
-14.1660,127.8229,1586861879
-14.6875,128.2281,1586861890
-15.1832,128.6159,1586861900
-15.7029,129.0254,1586861910
-16.1969,129.4174,1586861920
-16.7147,129.8314,1586861931
-17.2069,130.2280,1586861941
-17.7226,130.6470,1586861951
-18.2373,131.0686,1586861962
-18.7264,131.4727,1586861972
-19.2387,131.8997,1586861983
-19.7256,132.3092,1586861993
-20.2355,132.7421,1586862003
-20.7442,133.1781,1586862014
-21.2272,133.5964,1586862024
-21.7331,134.0387,1586862034
-22.2136,134.4632,1586862044
-22.7166,134.9124,1586862055
-23.1943,135.3435,1586862065
-23.6942,135.7999,1586862075
-24.1926,136.2601,1586862086
-24.6657,136.7020,1586862096
-25.1606,137.1700,1586862106
-25.6303,137.6195,1586862116
-26.1219,138.0957,1586862127
-26.6114,138.5763,1586862137
-27.0758,139.0381,1586862147
-27.5614,139.5275,1586862158
-28.0220,139.9980,1586862168
-28.5035,140.4967,1586862179
-28.9601,140.9764,1586862189
-29.4374,141.4850,1586862199
-29.9123,141.9987,1586862210
-30.3623,142.4929,1586862220
-30.8326,143.0172,1586862230
-31.2780,143.5217,1586862240
-31.7431,144.0569,1586862251
-32.2056,144.5979,1586862261
-32.6435,145.1187,1586862271
-33.1007,145.6716,1586862282
-33.5333,146.2038,1586862292
-33.9847,146.7689,1586862302
-34.4330,147.3404,1586862313
-34.8571,147.8908,1586862323
-35.2991,148.4754,1586862333
-35.7171,149.0385,1586862343
-36.1527,149.6366,1586862354
-36.5644,150.2128,1586862364
-36.9930,150.8249,1586862375
-37.4181,151.4445,1586862385
-37.8193,152.0414,1586862395
-38.2368,152.6757,1586862406
-38.6308,153.2871,1586862416
-39.0406,153.9368,1586862426
-39.4462,154.5946,1586862437
-39.8285,155.2286,1586862447
-40.2255,155.9023,1586862457
-40.5995,156.5518,1586862467
-40.9878,157.2422,1586862478
-41.3531,157.9077,1586862488
-41.7320,158.6150,1586862498
-42.1059,159.3312,1586862509
-42.4572,160.0215,1586862519
-42.8211,160.7553,1586862529
-43.1627,161.4626,1586862539
-43.5160,162.2142,1586862550
-43.8637,162.9751,1586862560
-44.1895,163.7084,1586862570
-44.5259,164.4878,1586862581
-44.8407,165.2387,1586862591
-45.1652,166.0364,1586862602
-45.4835,166.8437,1586862612
-45.7807,167.6214,1586862622
-46.0863,168.4474,1586862633
-46.3712,169.2430,1586862643
-46.6636,170.0876,1586862653
-46.9491,170.9418,1586862664
-47.2144,171.7642,1586862674
-47.4858,172.6369,1586862684
-47.7375,173.4768,1586862694
-47.9944,174.3677,1586862705
-48.2319,175.2249,1586862715
-48.4737,176.1337,1586862725
-48.7075,177.0515,1586862736
-48.9227,177.9339,1586862746
-49.1406,178.8687,1586862756
-49.3403,179.7670,1586862766
-49.5418,-179.2818,1586862777
-49.7346,-178.3225,1586862788
-49.9101,-177.4017,1586862798
-50.0857,-176.4275,1586862808
-50.2447,-175.4929,1586862818
-50.4027,-174.5045,1586862829
-50.5446,-173.5571,1586862839
-50.6845,-172.5560,1586862849
-50.8151,-171.5491,1586862860
-50.9305,-170.5848,1586862870
-51.0424,-169.5671,1586862880
-51.1399,-168.5932,1586862890
-51.2328,-167.5663,1586862901
-51.3159,-166.5351,1586862911
-51.3859,-165.5496,1586862921
-51.4496,-164.5118,1586862932
-51.5010,-163.5207,1586862942
-51.5452,-162.4778,1586862952
-51.5779,-161.4827,1586862962
-51.6024,-160.4365,1586862973
-51.6168,-159.3890,1586862984
-51.6211,-158.3915,1586862994
-51.6157,-157.3441,1586863004
-51.6011,-156.3472,1586863014
-51.5760,-155.3011,1586863025
-51.5426,-154.3061,1586863035
-51.4977,-153.2633,1586863045
-51.4429,-152.2230,1586863056
-51.3813,-151.2348,1586863066
-51.3070,-150.2004,1586863076
-51.2270,-149.2187,1586863086
-51.1334,-148.1919,1586863097
-51.0302,-147.1699,1586863107
-50.9228,-146.2011,1586863117
-50.8007,-145.1892,1586863128
-50.6756,-144.2307,1586863138
-50.5351,-143.2300,1586863148
-50.3926,-142.2832,1586863158
-50.2340,-141.2954,1586863169
-50.0663,-140.3147,1586863180
-49.8983,-139.3876,1586863190
-49.7133,-138.4215,1586863200
-49.5289,-137.5086,1586863210
-49.3269,-136.5580,1586863221
-49.1164,-135.6158,1586863231
-48.9082,-134.7262,1586863241
-48.6816,-133.8008,1586863252
-48.4583,-132.9276,1586863262
-48.2160,-132.0193,1586863272
-47.9660,-131.1203,1586863283
-47.7207,-130.2726,1586863293
-47.4558,-129.3916,1586863303
-47.1967,-128.5614,1586863313
-46.9176,-127.6989,1586863324
-46.6452,-126.8863,1586863334
-46.3523,-126.0424,1586863344
-46.0527,-125.2080,1586863355
-45.7611,-124.4223,1586863365
-45.4486,-123.6068,1586863376
-45.1450,-122.8389,1586863386
-44.8200,-122.0418,1586863396
-44.4891,-121.2543,1586863407
-44.1683,-120.5132,1586863417
-43.8258,-119.7441,1586863427
-43.4943,-119.0205,1586863437
-43.1407,-118.2696,1586863448
-42.7817,-117.5279,1586863458
-42.4348,-116.8300,1586863468
-42.0654,-116.1060,1586863479
-41.7090,-115.4248,1586863489
-41.3299,-114.7182,1586863499
-40.9643,-114.0531,1586863509
-40.5759,-113.3636,1586863520
-40.1828,-112.6823,1586863530
-39.8044,-112.0415,1586863540
-39.4028,-111.3767,1586863551
-39.0163,-110.7511,1586863561
-38.6065,-110.1022,1586863572
-38.1925,-109.4610,1586863582
-37.7947,-108.8577,1586863592
-37.3732,-108.2317,1586863603
-36.9683,-107.6425,1586863613
-36.5395,-107.0311,1586863623
-36.1072,-106.4268,1586863634
-35.6923,-105.8581,1586863644
-35.2533,-105.2676,1586863654
-34.8321,-104.7117,1586863664
-34.3869,-104.1346,1586863675
-33.9598,-103.5910,1586863685
-33.5085,-103.0265,1586863695
-33.0540,-102.4683,1586863706
-32.6186,-101.9424,1586863716
-32.1587,-101.3962,1586863726
-31.7183,-100.8816,1586863736
-31.2531,-100.3469,1586863747
-30.8077,-99.8429,1586863757
-30.3375,-99.3191,1586863768
-29.8650,-98.8008,1586863778
-29.4128,-98.3122,1586863788
-28.9357,-97.8042,1586863799
-28.4791,-97.3250,1586863809
-27.9976,-96.8266,1586863819
-27.5369,-96.3564,1586863829
-27.0511,-95.8672,1586863840
-26.5636,-95.3829,1586863850
-26.0973,-94.9256,1586863860
-25.6059,-94.4498,1586863871
-25.1363,-94.0008,1586863881
-24.6415,-93.5332,1586863891
-24.1450,-93.0698,1586863902
-23.6704,-92.6320,1586863912
-23.1705,-92.1760,1586863922
-22.6930,-91.7452,1586863933
-22.1902,-91.2965,1586863943
-21.7099,-90.8724,1586863953
-21.2041,-90.4303,1586863964
-20.6970,-89.9917,1586863974
-20.2128,-89.5769,1586863984
-19.7031,-89.1444,1586863995
-19.2165,-88.7353,1586864005
-18.7043,-88.3086,1586864015
-18.1910,-87.8847,1586864026
-17.7011,-87.4836,1586864036
-17.1855,-87.0650,1586864046
-16.6936,-86.6688,1586864056
-16.1761,-86.2552,1586864067
